IdFuente,TipoFuente,FechaCarga
F23410,Archivo,2024-12-19
F23411,Manual,2024-12-13
F23412,BaseDatos,2024-03-12
F23413,Manual,2024-10-21
F23414,Web,2024-08-22
F23415,BaseDatos,2024-04-24
F23416,API,2023-10-04
F23417,API,2024-07-05
F23418,BaseDatos,2023-11-10
F23419,Manual,2024-10-29
F23420,API,2023-11-29
F23421,Manual,2023-09-28
F23422,Web,2024-11-25
F23423,BaseDatos,2025-01-16
F23424,Archivo,2024-06-17
F23425,Web,2024-01-17
F23426,API,2024-12-23
F23427,Web,2023-11-15
F23428,API,2024-05-09
F23429,API,2024-10-31
F23430,Web,2024-08-26
F23431,BaseDatos,2024-09-01
F23432,API,2025-01-16
F23433,API,2024-11-02
F23434,Manual,2024-11-26
F23435,Archivo,2025-01-01
F23436,Manual,2025-07-29
F23437,Web,2025-02-01
F23438,API,2023-10-05
F23439,BaseDatos,2024-04-03
F23440,API,2023-11-16
F23441,Web,2024-04-15
F23442,API,2024-07-31
F23443,Archivo,2025-07-24
F23444,BaseDatos,2023-12-24
F23445,Archivo,2024-03-08
F23446,Archivo,2025-05-30
F23447,Archivo,2024-12-09
F23448,Manual,2024-03-22
F23449,API,2023-12-30
F23450,API,2025-04-12
F23451,BaseDatos,2024-12-22
F23452,API,2025-04-15
F23453,Archivo,2025-04-14
F23454,Web,2024-05-19
F23455,API,2024-02-28
F23456,API,2024-06-01
F23457,Web,2024-04-24
F23458,API,2024-01-05
F23459,Archivo,2025-04-30
F23460,API,2023-10-20
F23461,Web,2025-08-03
F23462,Web,2025-04-22
F23463,BaseDatos,2025-03-20
F23464,Web,2025-03-30
F23465,Archivo,2025-02-27
F23466,BaseDatos,2025-09-17
F23467,Manual,2025-09-10
F23468,API,2024-05-29
F23469,API,2025-04-16
F23470,Archivo,2025-03-01
F23471,API,2025-03-19
F23472,Archivo,2024-12-07
F23473,Web,2025-04-12
F23474,Web,2024-09-16
F23475,BaseDatos,2024-10-27
F23476,Web,2023-11-22
F23477,Manual,2024-10-06
F23478,API,2024-08-10
F23479,API,2025-07-24
F23480,Web,2024-07-01
F23481,BaseDatos,2024-11-25
F23482,Archivo,2024-06-19
F23483,Manual,2024-11-09
F23484,Manual,2024-11-03
F23485,Archivo,2025-01-12
F23486,BaseDatos,2025-05-17
F23487,Archivo,2024-11-18
F23488,BaseDatos,2024-01-07
F23489,API,2025-01-13
F23490,Web,2025-06-11
F23491,Archivo,2024-07-23
F23492,Web,2024-06-25
F23493,API,2024-10-26
F23494,Web,2024-02-01
F23495,BaseDatos,2025-09-14
F23496,BaseDatos,2024-12-25
F23497,Archivo,2024-03-24
F23498,Manual,2024-09-03
F23499,Manual,2024-06-11
F23500,Archivo,2023-12-28
F23501,Archivo,2023-11-05
F23502,BaseDatos,2024-08-24
F23503,API,2025-09-08
F23504,Archivo,2023-11-18
F23505,Archivo,2024-04-23
F23506,BaseDatos,2025-07-12
F23507,Archivo,2025-07-08
F23508,BaseDatos,2024-06-19
F23509,API,2025-04-11
F23510,Archivo,2025-03-28
F23511,Web,2024-08-28
F23512,Archivo,2024-12-10
F23513,Archivo,2024-03-11
F23514,Archivo,2024-02-05
F23515,Web,2025-09-18
F23516,API,2025-06-26
F23517,Web,2024-01-08
F23518,Archivo,2025-06-30
F23519,API,2025-07-22
F23520,API,2025-09-05
F23521,BaseDatos,2024-01-19
F23522,Archivo,2024-05-27
F23523,Web,2025-02-19
F23524,API,2024-07-28
F23525,API,2025-01-12
F23526,Web,2025-04-14
F23527,API,2024-02-17
F23528,BaseDatos,2023-10-24
F23529,API,2024-02-18
F23530,BaseDatos,2024-04-19
F23531,Manual,2025-06-17
F23532,BaseDatos,2025-05-13
F23533,Archivo,2024-12-23
F23534,Archivo,2024-10-29
F23535,Web,2025-05-02
F23536,Manual,2024-03-27
F23537,API,2025-01-15
F23538,BaseDatos,2025-08-04
F23539,Manual,2024-01-27
F23540,Archivo,2025-08-10
F23541,BaseDatos,2023-11-01
F23542,Web,2024-05-20
F23543,API,2024-01-04
F23544,Manual,2024-06-18
F23545,Archivo,2023-09-30
F23546,BaseDatos,2024-06-17
F23547,API,2025-02-21
F23548,Manual,2025-06-20
F23549,API,2023-11-02
F23550,Web,2025-08-05
F23551,Web,2023-11-07
F23552,Manual,2024-01-04
F23553,Manual,2025-06-27
F23554,BaseDatos,2024-03-27
F23555,API,2025-07-29
F23556,Archivo,2025-03-28
F23557,Archivo,2024-04-26
F23558,API,2025-09-08
F23559,Archivo,2025-01-14
F23560,BaseDatos,2025-08-16
F23561,Manual,2024-10-04
F23562,Manual,2023-11-09
F23563,BaseDatos,2025-01-10
F23564,API,2023-10-20
F23565,Archivo,2024-01-27
F23566,Manual,2024-08-08
F23567,Manual,2024-01-29
F23568,Manual,2024-11-18
F23569,Archivo,2024-01-26
F23570,API,2024-11-04
F23571,BaseDatos,2025-09-09
F23572,Web,2024-11-05
F23573,API,2025-01-25
F23574,Archivo,2023-12-05
F23575,Manual,2024-12-17
F23576,BaseDatos,2024-05-22
F23577,BaseDatos,2025-01-27
F23578,Archivo,2024-06-03
F23579,BaseDatos,2024-01-07
F23580,Web,2025-01-05
F23581,Manual,2023-11-22
F23582,Manual,2024-10-09
F23583,API,2025-02-09
F23584,BaseDatos,2023-11-24
F23585,BaseDatos,2025-08-18
F23586,API,2023-10-02
F23587,Archivo,2025-08-25
F23588,Manual,2025-09-07
F23589,API,2024-07-23
F23590,BaseDatos,2024-11-05
F23591,Web,2024-07-17
F23592,Archivo,2024-05-20
F23593,Web,2023-12-25
F23594,Manual,2024-05-11
F23595,Web,2025-05-02
F23596,Web,2024-12-08
F23597,Archivo,2024-01-07
F23598,BaseDatos,2023-11-03
F23599,Manual,2024-08-20
F23600,API,2024-11-12
F23601,Manual,2025-07-21
F23602,Manual,2025-05-08
F23603,Web,2024-06-20
F23604,Archivo,2023-10-31
F23605,API,2024-04-28
F23606,Web,2024-05-29
F23607,API,2024-08-12
F23608,Web,2024-08-26
F23609,Web,2024-02-07
F23610,Archivo,2025-02-11
F23611,Manual,2025-01-05
F23612,BaseDatos,2024-07-29
F23613,Archivo,2024-06-19
F23614,BaseDatos,2025-02-12
F23615,Manual,2024-01-03
F23616,Manual,2023-10-15
F23617,Web,2023-10-11
F23618,Archivo,2023-11-20
F23619,Archivo,2025-04-03
F23620,API,2024-08-03
F23621,Manual,2024-03-01
F23622,API,2025-07-26
F23623,Web,2024-06-13
F23624,API,2024-02-08
F23625,API,2025-06-02
F23626,BaseDatos,2025-02-14
F23627,Archivo,2024-01-17
F23628,Manual,2023-12-26
F23629,Manual,2025-05-24
F23630,BaseDatos,2024-09-14
F23631,API,2024-07-15
F23632,BaseDatos,2024-12-17
F23633,BaseDatos,2025-05-27
F23634,BaseDatos,2024-07-01
F23635,Archivo,2025-02-09
F23636,API,2024-01-02
F23637,API,2023-12-08
F23638,Web,2024-03-30
F23639,API,2025-05-29
F23640,API,2025-07-11
F23641,Archivo,2025-05-19
F23642,API,2025-03-09
F23643,BaseDatos,2023-10-25
F23644,Manual,2025-01-25
F23645,Manual,2023-10-11
F23646,Archivo,2025-05-19
F23647,Archivo,2025-08-24
F23648,Archivo,2024-03-28
F23649,API,2023-12-28
F23650,API,2025-02-24
F23651,API,2024-11-17
F23652,BaseDatos,2023-12-25
F23653,Manual,2023-12-10
F23654,Web,2024-05-15
F23655,Manual,2025-04-28
F23656,BaseDatos,2024-05-04
F23657,Manual,2024-09-11
F23658,BaseDatos,2024-08-24
F23659,Manual,2025-09-10
F23660,Manual,2024-07-25
F23661,BaseDatos,2023-12-09
F23662,Manual,2025-03-27
F23663,API,2023-11-25
F23664,API,2024-02-08
F23665,Archivo,2025-02-14
F23666,Manual,2024-01-07
F23667,Archivo,2023-12-04
F23668,API,2025-07-06
F23669,Manual,2024-01-04
F23670,BaseDatos,2023-12-29
F23671,Archivo,2024-05-26
F23672,Archivo,2023-11-19
F23673,Archivo,2024-08-28
F23674,BaseDatos,2023-10-15
F23675,Manual,2024-03-08
F23676,Archivo,2025-05-04
F23677,BaseDatos,2024-08-10
F23678,Archivo,2024-06-24
F23679,Manual,2025-08-24
F23680,Archivo,2025-09-21
F23681,API,2025-09-15
F23682,Manual,2025-07-02
F23683,API,2024-10-21
F23684,Web,2025-08-29
F23685,BaseDatos,2023-09-27
F23686,Web,2024-08-09
F23687,Manual,2024-03-27
F23688,BaseDatos,2024-10-31
F23689,Manual,2024-12-05
F23690,Archivo,2025-04-13
F23691,BaseDatos,2025-03-04
F23692,Manual,2024-07-16
F23693,API,2024-06-09
F23694,Manual,2024-01-09
F23695,Archivo,2025-05-23
F23696,API,2024-10-16
F23697,Archivo,2023-11-12
F23698,Web,2024-10-31
F23699,BaseDatos,2023-11-12
F23700,Web,2025-01-30
F23701,API,2024-10-23
F23702,API,2025-05-11
F23703,API,2025-09-21
F23704,API,2025-01-09
F23705,Manual,2024-12-23
F23706,API,2024-03-05
F23707,Manual,2024-11-17
F23708,Web,2023-10-23
F23709,API,2024-11-29
F23710,API,2024-09-23
F23711,API,2025-05-26
F23712,BaseDatos,2025-02-02
F23713,Web,2023-11-01
F23714,BaseDatos,2024-12-19
F23715,Manual,2024-02-27
F23716,API,2024-11-10
F23717,Web,2024-08-18
F23718,BaseDatos,2025-01-11
F23719,BaseDatos,2025-05-01
F23720,Manual,2025-05-28
F23721,API,2024-12-05
F23722,Manual,2024-04-30
F23723,BaseDatos,2025-08-16
F23724,BaseDatos,2024-12-12
F23725,Manual,2024-07-29
F23726,API,2025-08-21
F23727,Web,2024-08-18
F23728,Manual,2023-11-06
F23729,Web,2024-08-19
F23730,BaseDatos,2024-03-13
F23731,Web,2024-02-13
F23732,Manual,2023-11-15
F23733,API,2025-09-13
F23734,BaseDatos,2024-10-29
F23735,BaseDatos,2024-10-30
F23736,API,2024-08-17
F23737,Manual,2024-08-25
F23738,Web,2024-11-01
F23739,API,2025-05-08
F23740,Web,2023-10-06
F23741,Manual,2025-03-25
F23742,BaseDatos,2024-03-22
F23743,Archivo,2024-01-14
F23744,BaseDatos,2025-05-29
F23745,BaseDatos,2023-12-26
F23746,Web,2025-01-11
F23747,Archivo,2024-01-30
F23748,Manual,2025-07-20
F23749,Archivo,2024-05-06
F23750,Web,2025-04-13
F23751,API,2024-07-12
F23752,Web,2024-05-23
F23753,Web,2024-08-17
F23754,API,2025-09-08
F23755,BaseDatos,2025-03-10
F23756,Archivo,2024-11-28
F23757,BaseDatos,2024-01-07
F23758,Manual,2025-07-14
F23759,API,2025-05-03
F23760,API,2025-02-19
F23761,Web,2024-02-14
F23762,Archivo,2025-09-20
F23763,BaseDatos,2025-06-02
F23764,Archivo,2025-07-27
F23765,API,2025-02-02
F23766,Manual,2024-10-10
F23767,BaseDatos,2023-11-08
F23768,Manual,2025-04-06
F23769,API,2025-06-02
F23770,Manual,2025-03-12
F23771,API,2023-12-08
F23772,Web,2023-12-24
F23773,Web,2025-07-23
F23774,API,2025-08-24
F23775,Web,2024-06-19
F23776,Web,2024-03-16
F23777,Archivo,2024-12-28
F23778,Archivo,2024-05-22
F23779,BaseDatos,2024-06-11
F23780,API,2024-05-15
F23781,Archivo,2024-10-23
F23782,Manual,2024-12-14
F23783,API,2024-02-16
F23784,BaseDatos,2024-10-08
F23785,API,2025-02-13
F23786,Manual,2025-07-13
F23787,Web,2024-04-07
F23788,API,2024-04-02
F23789,API,2025-01-11
F23790,Archivo,2024-01-03
F23791,API,2025-02-18
F23792,Archivo,2024-01-30
F23793,Web,2025-07-01
F23794,BaseDatos,2025-06-03
F23795,Manual,2024-09-24
F23796,BaseDatos,2024-02-29
F23797,BaseDatos,2024-06-11
F23798,Web,2023-12-12
F23799,API,2023-10-03
F23800,Web,2023-12-22
F23801,Archivo,2024-06-09
F23802,BaseDatos,2024-07-08
F23803,Archivo,2024-10-22
F23804,Web,2025-09-02
F23805,Manual,2024-11-05
F23806,Web,2023-12-30
F23807,BaseDatos,2024-01-10
F23808,BaseDatos,2024-10-31
F23809,Manual,2024-01-22
F23810,Web,2023-10-27
F23811,BaseDatos,2025-03-25
F23812,BaseDatos,2025-05-21
F23813,Archivo,2025-07-01
F23814,Archivo,2024-04-20
F23815,Manual,2025-03-01
F23816,Manual,2024-05-14
F23817,Archivo,2023-12-24
F23818,BaseDatos,2024-03-23
F23819,Web,2025-02-21
F23820,Manual,2024-07-04
F23821,API,2024-09-07
F23822,API,2025-08-13
F23823,Web,2025-06-18
F23824,API,2025-05-25
F23825,Web,2023-11-29
F23826,API,2024-05-06
F23827,Manual,2025-07-13
F23828,API,2025-08-04
F23829,BaseDatos,2024-07-04
F23830,BaseDatos,2024-11-28
F23831,API,2025-02-21
F23832,API,2025-07-15
F23833,BaseDatos,2024-09-09
F23834,Manual,2025-01-15
F23835,API,2024-01-29
F23836,Web,2024-07-13
F23837,Manual,2024-04-20
F23838,Manual,2024-03-31
F23839,BaseDatos,2023-12-28
F23840,Manual,2025-03-19
F23841,Archivo,2024-02-21
F23842,Manual,2025-01-07
F23843,Web,2024-04-05
F23844,API,2024-03-02
F23845,API,2024-02-08
F23846,BaseDatos,2024-10-29
F23847,Web,2024-02-27
F23848,Web,2025-05-07
F23849,API,2025-08-08
F23850,BaseDatos,2025-09-10
F23851,BaseDatos,2023-12-24
F23852,Archivo,2024-06-27
F23853,BaseDatos,2025-07-29
F23854,Web,2024-10-29
F23855,Archivo,2025-06-14
F23856,Web,2025-04-12
F23857,Manual,2025-06-17
F23858,Archivo,2023-10-26
F23859,BaseDatos,2025-01-22
F23860,Manual,2024-09-04
F23861,Web,2023-11-08
F23862,Web,2025-03-03
F23863,Web,2025-02-21
F23864,Archivo,2025-03-19
F23865,BaseDatos,2024-01-11
F23866,Archivo,2023-12-29
F23867,Manual,2025-01-21
F23868,Web,2025-01-23
F23869,BaseDatos,2024-08-07
F23870,API,2025-04-06
F23871,Archivo,2023-10-05
F23872,API,2024-05-09
F23873,API,2025-02-26
F23874,Web,2024-11-30
F23875,BaseDatos,2023-10-29
F23876,BaseDatos,2024-10-28
F23877,Archivo,2025-09-15
F23878,BaseDatos,2024-09-30
F23879,Archivo,2024-03-11
F23880,BaseDatos,2023-11-16
F23881,Manual,2023-12-08
F23882,BaseDatos,2024-01-19
F23883,Manual,2025-08-13
F23884,API,2024-11-20
F23885,Manual,2025-01-05
F23886,Manual,2023-11-30
F23887,Web,2025-06-18
F23888,Archivo,2024-02-18
F23889,API,2024-09-21
F23890,Archivo,2024-12-01
F23891,API,2025-04-03
F23892,Web,2025-04-06
F23893,Archivo,2023-12-14
F23894,Manual,2024-06-30
F23895,Web,2024-05-12
F23896,Manual,2024-05-04
F23897,BaseDatos,2025-03-10
F23898,BaseDatos,2024-06-08
F23899,API,2025-09-24
F23900,API,2024-12-03
F23901,Manual,2025-06-08
F23902,Manual,2025-09-05
F23903,BaseDatos,2025-01-30
F23904,Web,2024-02-23
F23905,Web,2024-02-15
F23906,Archivo,2024-10-20
F23907,API,2023-12-19
F23908,API,2024-07-20
F23909,Archivo,2024-06-30
F23910,Web,2024-09-04
F23911,Web,2025-08-24
F23912,Archivo,2025-06-03
F23913,BaseDatos,2025-06-20
F23914,Archivo,2025-08-13
F23915,Manual,2024-09-26
F23916,Archivo,2024-10-24
F23917,API,2024-07-04
F23918,BaseDatos,2025-07-08
F23919,Manual,2024-01-01
F23920,Archivo,2025-06-19
F23921,BaseDatos,2025-03-23
F23922,Manual,2025-01-12
F23923,BaseDatos,2024-02-09
F23924,API,2025-02-07
F23925,Web,2025-01-06
F23926,Web,2024-03-29
F23927,Web,2024-06-08
F23928,Archivo,2025-03-03
F23929,Web,2024-07-24
F23930,API,2024-12-09
F23931,Web,2025-05-15
F23932,Archivo,2024-03-30
F23933,Web,2024-10-14
F23934,Manual,2024-05-16
F23935,Web,2025-03-20
F23936,Archivo,2024-02-10
F23937,Manual,2025-01-25
F23938,Web,2025-02-13
F23939,Manual,2025-07-10
F23940,Web,2025-08-20
F23941,Archivo,2025-04-30
F23942,Web,2024-10-27
F23943,Archivo,2023-12-17
F23944,API,2025-07-06
F23945,API,2025-01-01
F23946,Manual,2025-03-13
F23947,Archivo,2025-07-17
F23948,BaseDatos,2024-08-02
F23949,API,2024-06-28
F23950,API,2024-09-21
F23951,BaseDatos,2025-03-03
F23952,API,2023-10-25
F23953,Manual,2025-06-13
F23954,Manual,2023-12-01
F23955,BaseDatos,2024-03-21
F23956,BaseDatos,2025-08-08
F23957,API,2024-07-19
F23958,Manual,2024-07-19
F23959,BaseDatos,2024-08-26
F23960,API,2024-03-14
F23961,API,2025-01-03
F23962,Web,2025-08-10
F23963,Archivo,2025-06-09
F23964,Manual,2023-12-13
F23965,API,2025-08-02
F23966,BaseDatos,2025-01-22
F23967,Archivo,2024-05-26
F23968,Web,2024-03-06
F23969,Manual,2023-12-08
F23970,BaseDatos,2024-07-06
F23971,Web,2025-03-20
F23972,Archivo,2024-04-24
F23973,Archivo,2023-10-05
F23974,API,2024-12-07
F23975,Web,2025-04-15
F23976,Web,2023-11-18
F23977,Web,2025-05-09
F23978,BaseDatos,2024-04-10
F23979,BaseDatos,2025-05-30
F23980,Manual,2025-07-01
F23981,Web,2025-07-25
F23982,Web,2025-07-30
F23983,Archivo,2025-08-20
F23984,Manual,2025-03-20
F23985,Archivo,2024-06-25
F23986,BaseDatos,2025-03-20
F23987,API,2025-03-14
F23988,BaseDatos,2024-09-13
F23989,Web,2023-10-26
F23990,BaseDatos,2025-09-23
F23991,Archivo,2024-04-25
F23992,Manual,2025-02-05
F23993,Archivo,2025-03-15
F23994,API,2023-11-01
F23995,BaseDatos,2025-05-19
F23996,Archivo,2025-06-12
F23997,Web,2024-02-02
F23998,Archivo,2023-11-26
F23999,Manual,2025-09-06
F24000,BaseDatos,2025-06-24
F24001,Manual,2024-03-24
F24002,Manual,2023-11-08
F24003,Archivo,2024-01-25
F24004,Manual,2025-01-30
F24005,BaseDatos,2024-06-28
F24006,Archivo,2025-07-13
F24007,Web,2025-03-01
F24008,BaseDatos,2024-09-04
F24009,Manual,2025-07-10
F24010,Web,2025-04-30
F24011,Web,2025-04-02
F24012,BaseDatos,2025-08-20
F24013,Manual,2024-08-20
F24014,API,2023-12-19
F24015,Archivo,2024-01-19
F24016,Archivo,2025-09-10
F24017,BaseDatos,2025-02-04
F24018,API,2024-02-08
F24019,API,2025-09-04
F24020,Web,2023-10-11
F24021,API,2025-03-25
F24022,Manual,2024-09-20
F24023,Web,2024-08-19
F24024,Manual,2023-12-19
F24025,BaseDatos,2025-08-25
F24026,Archivo,2025-01-18
F24027,Archivo,2025-09-19
F24028,Manual,2024-06-10
F24029,API,2025-08-05
F24030,Manual,2023-09-28
F24031,Web,2024-09-20
F24032,API,2024-07-21
F24033,API,2024-12-21
F24034,Manual,2024-08-21
F24035,BaseDatos,2024-09-13
F24036,Archivo,2024-04-29
F24037,Web,2025-04-01
F24038,BaseDatos,2025-07-31
F24039,Archivo,2024-01-16
F24040,BaseDatos,2025-05-12
F24041,Web,2024-05-03
F24042,API,2025-05-02
F24043,Archivo,2024-08-15
F24044,BaseDatos,2024-08-25
F24045,API,2024-11-12
F24046,Web,2025-06-26
F24047,BaseDatos,2024-05-18
F24048,BaseDatos,2023-10-16
F24049,Archivo,2025-04-07
F24050,Archivo,2025-03-07
F24051,API,2023-11-29
F24052,Web,2024-06-20
F24053,Web,2024-01-26
F24054,BaseDatos,2025-05-25
F24055,Web,2024-06-20
F24056,Archivo,2024-07-05
F24057,Archivo,2023-09-28
F24058,BaseDatos,2025-05-02
F24059,API,2024-04-04
F24060,BaseDatos,2025-06-06
F24061,Manual,2025-06-26
F24062,BaseDatos,2025-07-19
F24063,Web,2024-04-18
F24064,Archivo,2024-09-07
F24065,Manual,2025-03-06
F24066,BaseDatos,2025-08-27
F24067,Web,2025-01-17
F24068,API,2024-10-20
F24069,API,2025-05-17
F24070,API,2025-02-17
F24071,Web,2023-12-17
F24072,BaseDatos,2024-12-24
F24073,API,2024-06-18
F24074,Manual,2024-09-14
F24075,API,2025-03-25
F24076,API,2025-06-15
F24077,Web,2025-02-15
F24078,Archivo,2023-10-27
F24079,BaseDatos,2025-01-14
F24080,API,2025-01-04
F24081,Web,2024-02-24
F24082,API,2025-05-18
F24083,Archivo,2024-05-04
F24084,Web,2024-05-12
F24085,Archivo,2024-11-11
F24086,API,2025-04-30
F24087,API,2024-07-01
F24088,Archivo,2024-04-12
F24089,Archivo,2024-12-13
F24090,Archivo,2025-04-28
F24091,Manual,2025-08-29
F24092,Archivo,2024-03-10
F24093,Archivo,2023-09-29
F24094,Manual,2024-11-19
F24095,BaseDatos,2024-12-25
F24096,BaseDatos,2024-08-06
F24097,Web,2024-01-11
F24098,BaseDatos,2025-05-13
F24099,BaseDatos,2023-10-13
F24100,API,2025-08-03
F24101,BaseDatos,2025-07-10
F24102,Archivo,2024-02-21
F24103,Web,2025-09-04
F24104,Manual,2023-12-23
F24105,Archivo,2025-06-02
F24106,API,2025-08-19
F24107,BaseDatos,2024-07-01
F24108,BaseDatos,2024-02-14
F24109,Manual,2024-01-11
F24110,Archivo,2025-07-24
F24111,Manual,2023-10-24
F24112,BaseDatos,2024-09-14
F24113,API,2024-11-10
F24114,BaseDatos,2024-08-13
F24115,Archivo,2024-10-31
F24116,BaseDatos,2024-02-21
F24117,Web,2024-05-03
F24118,BaseDatos,2024-06-14
F24119,Manual,2024-06-18
F24120,Web,2024-05-28
F24121,API,2025-02-15
F24122,Manual,2024-04-16
F24123,API,2025-01-20
F24124,Manual,2023-09-29
F24125,Web,2025-01-02
F24126,Web,2024-10-04
F24127,Archivo,2025-08-22
F24128,Manual,2024-11-04
F24129,Web,2025-03-04
F24130,BaseDatos,2024-01-30
F24131,Web,2024-07-06
F24132,BaseDatos,2024-09-25
F24133,BaseDatos,2024-12-04
F24134,Manual,2025-03-02
F24135,Manual,2024-12-10
F24136,Manual,2024-07-12
F24137,Manual,2024-06-28
F24138,API,2023-12-27
F24139,BaseDatos,2025-03-26
F24140,Archivo,2025-05-29
F24141,Manual,2024-02-07
F24142,Manual,2024-12-24
F24143,Web,2024-02-27
F24144,Web,2025-09-01
F24145,Archivo,2025-09-06
F24146,Web,2025-04-17
F24147,Archivo,2023-12-23
F24148,BaseDatos,2024-05-29
F24149,BaseDatos,2024-07-24
F24150,Manual,2024-06-01
F24151,Web,2024-06-13
F24152,Manual,2024-06-28
F24153,Archivo,2024-11-15
F24154,BaseDatos,2025-01-17
F24155,API,2023-11-04
F24156,API,2025-01-05
F24157,Archivo,2023-11-04
F24158,Manual,2024-09-13
F24159,API,2024-04-07
F24160,Manual,2025-04-18
F24161,Archivo,2024-03-20
F24162,Archivo,2024-12-14
F24163,Archivo,2024-01-28
F24164,Web,2024-08-13
F24165,Web,2024-01-05
F24166,BaseDatos,2025-07-25
F24167,BaseDatos,2024-11-16
F24168,Archivo,2024-11-05
F24169,Manual,2023-11-16
F24170,API,2024-06-29
F24171,Manual,2023-12-16
F24172,Web,2025-08-27
F24173,Archivo,2024-03-21
F24174,Archivo,2024-05-16
F24175,BaseDatos,2025-01-05
F24176,API,2025-01-17
F24177,Manual,2024-11-04
F24178,Web,2023-11-08
F24179,Archivo,2024-10-01
F24180,BaseDatos,2025-05-26
F24181,Archivo,2023-11-06
F24182,Manual,2025-06-09
F24183,Web,2024-06-02
F24184,Archivo,2025-05-27
F24185,Manual,2023-10-16
F24186,Web,2024-11-21
F24187,API,2024-05-30
F24188,API,2024-12-21
F24189,BaseDatos,2024-09-05
F24190,Manual,2024-07-30
F24191,Archivo,2025-06-12
F24192,Web,2024-07-31
F24193,Web,2024-12-01
F24194,Archivo,2025-04-30
F24195,Archivo,2024-12-24
F24196,Archivo,2025-07-04
F24197,Archivo,2024-09-02
F24198,BaseDatos,2024-11-18
F24199,Manual,2023-12-25
F24200,Archivo,2024-07-11
F24201,Web,2025-05-29
F24202,API,2025-04-08
F24203,BaseDatos,2024-02-07
F24204,Web,2023-10-05
F24205,Manual,2025-09-15
F24206,Archivo,2023-09-28
F24207,BaseDatos,2024-01-28
F24208,Manual,2023-10-19
F24209,API,2025-02-26
F24210,BaseDatos,2023-12-08
F24211,API,2023-11-04
F24212,BaseDatos,2024-04-29
F24213,Web,2025-02-25
F24214,Web,2025-06-12
F24215,BaseDatos,2024-04-08
F24216,Web,2025-02-22
F24217,Manual,2024-11-22
F24218,BaseDatos,2025-04-12
F24219,API,2024-12-07
F24220,Manual,2025-09-20
F24221,BaseDatos,2024-03-13
F24222,API,2024-08-16
F24223,Archivo,2025-02-18
F24224,Manual,2024-06-11
F24225,Archivo,2024-07-24
F24226,API,2024-11-08
F24227,Manual,2024-01-11
F24228,BaseDatos,2024-07-07
F24229,Manual,2025-08-17
F24230,API,2023-12-04
F24231,API,2024-06-28
F24232,Manual,2025-08-13
F24233,Manual,2024-04-16
F24234,API,2025-01-25
F24235,Manual,2024-05-15
F24236,Manual,2023-11-16
F24237,Archivo,2024-08-26
F24238,API,2024-08-07
F24239,Archivo,2025-02-12
F24240,Web,2025-04-12
F24241,API,2024-08-11
F24242,BaseDatos,2023-10-18
F24243,Manual,2023-12-18
F24244,BaseDatos,2024-03-28
F24245,Archivo,2024-01-19
F24246,BaseDatos,2024-03-14
F24247,BaseDatos,2024-03-13
F24248,Web,2023-12-09
F24249,Archivo,2024-09-12
F24250,Manual,2023-11-23
F24251,BaseDatos,2024-02-29
F24252,Manual,2025-06-27
F24253,Manual,2024-01-19
F24254,BaseDatos,2024-12-10
F24255,Manual,2024-02-26
F24256,Archivo,2025-04-08
F24257,BaseDatos,2024-03-13
F24258,API,2023-10-21
F24259,Manual,2023-11-08
F24260,Manual,2024-01-26
F24261,Manual,2023-11-11
F24262,Manual,2023-10-17
F24263,Web,2025-08-26
F24264,Web,2025-05-29
F24265,Manual,2025-04-16
F24266,Archivo,2025-07-25
F24267,Web,2024-11-26
F24268,Archivo,2024-10-22
F24269,BaseDatos,2025-04-16
F24270,API,2025-06-24
F24271,API,2023-11-15
F24272,Manual,2025-04-01
F24273,BaseDatos,2024-10-29
F24274,Web,2025-01-12
F24275,API,2025-02-27
F24276,Manual,2025-01-19
F24277,Manual,2025-07-18
F24278,Archivo,2023-10-15
F24279,Archivo,2025-03-19
F24280,BaseDatos,2024-12-25
F24281,Archivo,2024-01-16
F24282,Manual,2024-03-04
F24283,Archivo,2024-07-10
F24284,Manual,2023-12-31
F24285,Archivo,2025-04-20
F24286,API,2023-11-12
F24287,BaseDatos,2024-07-13
F24288,BaseDatos,2023-10-05
F24289,Manual,2023-10-15
F24290,Archivo,2024-11-22
F24291,Web,2023-12-26
F24292,BaseDatos,2024-03-21
F24293,BaseDatos,2024-01-31
F24294,Web,2024-03-04
F24295,BaseDatos,2024-05-30
F24296,Archivo,2024-10-21
F24297,API,2024-07-10
F24298,Web,2024-05-23
F24299,Manual,2024-01-25
F24300,API,2024-01-28
F24301,BaseDatos,2024-10-13
F24302,API,2024-02-05
F24303,Web,2024-09-25
F24304,Archivo,2025-03-29
F24305,Archivo,2024-03-22
F24306,API,2024-12-25
F24307,API,2025-05-16
F24308,BaseDatos,2025-04-15
F24309,Archivo,2023-10-12
F24310,Archivo,2024-01-14
F24311,Web,2025-02-21
F24312,Archivo,2024-08-21
F24313,Archivo,2025-05-19
F24314,API,2024-05-07
F24315,Web,2024-02-25
F24316,Web,2025-05-19
F24317,Web,2024-09-15
F24318,BaseDatos,2024-10-19
F24319,API,2025-02-10
F24320,BaseDatos,2024-11-10
F24321,BaseDatos,2024-10-19
F24322,Archivo,2024-02-17
F24323,BaseDatos,2024-06-24
F24324,Manual,2024-02-28
F24325,BaseDatos,2023-11-24
F24326,API,2025-01-04
F24327,Manual,2024-01-26
